Task,Function
slide open the ShowerDoor_14, OpenObject(ShowerDoor_14)
access the ShowerDoor_7, OpenObject(ShowerDoor_7)
unlock the ShowerDoor_87, OpenObject(ShowerDoor_87)
swing open the ShowerDoor_6, OpenObject(ShowerDoor_6)
push open ShowerDoor_5, OpenObject(ShowerDoor_5)
pull the ShowerDoor_16 open, OpenObject(ShowerDoor_16)
pry open ShowerDoor_12, OpenObject(ShowerDoor_12)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 60,LookDown(60)
Look down by 60,LookDown(60)
Look down by 60,LookDown(60)
Look down by 60,LookDown(60)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look down by 150,LookDown(150)
Look down by 150,LookDown(150)
Look down by 60,LookDown(60)
Look down by 60,LookDown(60)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look down by 30,LookDown(30)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 60,LookDown(60)
Look below by 60,LookDown(60)
Look below by 60,LookDown(60)
Look below by 60,LookDown(60)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
Look below by 150,LookDown(150)
Look below by 150,LookDown(150)
Look below by 60,LookDown(60)
Look below by 60,LookDown(60)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
Look below by 30,LookDown(30)
seal the Blinds_14, CloseObject(Blinds_14)
lower the Blinds_27, CloseObject(Blinds_27)
pull down the Blinds_39, CloseObject(Blinds_39)
close the Blinds_48, CloseObject(Blinds_48)
shut the Blinds_57, CloseObject(Blinds_57)
draw the Blinds_65 shut, CloseObject(Blinds_65)
snap the Blinds_74 closed, CloseObject(Blinds_74)
close up the Blinds_7, CloseObject(Blinds_7)
close up the Book_83, CloseObject(Book_83)
shut the Book_92, CloseObject(Book_92)
finish the Book_1 by closing, CloseObject(Book_1)
snap the Book_11 shut, CloseObject(Book_11)
close the Book_29 tightly, CloseObject(Book_29)
seal the Book_34, CloseObject(Book_34)
shut the Book_41, CloseObject(Book_41)
close the Box_51, CloseObject(Box_51)
seal the Box_59, CloseObject(Box_59)
latch the Box_67, CloseObject(Box_67)
snap the Box_73 shut, CloseObject(Box_73)
shut the Box_82, CloseObject(Box_82)
secure the Box_91, CloseObject(Box_91)
lock the Box_5, CloseObject(Box_5)
close the Box_6, CloseObject(Box_6)
cover up the Box_7, CloseObject(Box_7)
close the Cabinet_13, CloseObject(Cabinet_13)
shut the Cabinet_24 doors, CloseObject(Cabinet_24)
latch the Cabinet_36, CloseObject(Cabinet_36)
secure the Cabinet_44, CloseObject(Cabinet_44)
snap the Cabinet_52 shut, CloseObject(Cabinet_52)
lock the Cabinet_61, CloseObject(Cabinet_61)
seal the Cabinet_75, CloseObject(Cabinet_75)
slam the Cabinet_48 shut, CloseObject(Cabinet_48)
close the Drawer_84, CloseObject(Drawer_84)
shut the Drawer_93, CloseObject(Drawer_93)
secure the Drawer_02, CloseObject(Drawer_02)
lock the Drawer_10, CloseObject(Drawer_10)
push the Drawer_18 in, CloseObject(Drawer_18)
snap the Drawer_26 shut, CloseObject(Drawer_26)
latch the Drawer_31, CloseObject(Drawer_31)
slide shut the Drawer_14, CloseObject(Drawer_14)
shut the Fridge_40, CloseObject(Fridge_40)
close the Fridge_49, CloseObject(Fridge_49)
seal the Fridge_58, CloseObject(Fridge_58)
Snap the Fridge_66 shut, CloseObject(Fridge_66)
lock the Fridge_72, CloseObject(Fridge_72)
secure the Fridge_81, CloseObject(Fridge_81)
latch the Fridge_89, CloseObject(Fridge_89)
close the Kettle_98, CloseObject(Kettle_98)
shut the Kettle_6 lid, CloseObject(Kettle_6)
secure the Kettle_15, CloseObject(Kettle_15)
snap the Kettle_23 lid shut, CloseObject(Kettle_23)
latch the Kettle_37, CloseObject(Kettle_37)
lock the Kettle_45, CloseObject(Kettle_45)
seal the Kettle_53, CloseObject(Kettle_53)
close the Laptop_60, CloseObject(Laptop_60)
shut the Laptop_69, CloseObject(Laptop_69)
Secure the Laptop_76, CloseObject(Laptop_76)
latch the Laptop_85, CloseObject(Laptop_85)
snap the Laptop_94 shut, CloseObject(Laptop_94)
lock the Laptop_3, CloseObject(Laptop_3)
fold the Laptop_70 close, CloseObject(Laptop_70)
close the LaundryHamperLid_12, CloseObject(LaundryHamperLid_12)
shut the LaundryHamperLid_21, CloseObject(LaundryHamperLid_21)
secure the LaundryHamperLid_30, CloseObject(LaundryHamperLid_30)
latch the LaundryHamperLid_47, CloseObject(LaundryHamperLid_47)
clamp the LaundryHamperLid_19, CloseObject(LaundryHamperLid_19)
lock the LaundryHamperLid_55, CloseObject(LaundryHamperLid_55)
snap the LaundryHamperLid_63 shut, CloseObject(LaundryHamperLid_63)
seal the LaundryHamperLid_78, CloseObject(LaundryHamperLid_78)
close the Microwave_86, CloseObject(Microwave_86)
shut the Microwave_95, CloseObject(Microwave_95)
secure the Microwave_4, CloseObject(Microwave_4)
latch the Microwave_14, CloseObject(Microwave_14)
lock the Microwave_22, CloseObject(Microwave_22)
snap the Microwave_38 shut, CloseObject(Microwave_38)
seal the Microwave_46, CloseObject(Microwave_46)
slam the Microwave_17 shut, CloseObject(Microwave_17)
close the Safe_54, CloseObject(Safe_54)
shut the Safe_62, CloseObject(Safe_62)
secure the Safe_70, CloseObject(Safe_70)
lock the Safe_79, CloseObject(Safe_79)
latch the Safe_87, CloseObject(Safe_87)
snap the Safe_96 shut, CloseObject(Safe_96)
seal the Safe_69 shut, CloseObject(Safe_69)
seal the ShowerCurtain_7, CloseObject(ShowerCurtain_7)
close the ShowerCurtain_16, CloseObject(ShowerCurtain_16)
shut the ShowerCurtain_25, CloseObject(ShowerCurtain_25)
secure the ShowerCurtain_33, CloseObject(ShowerCurtain_33)
latch the ShowerCurtain_42, CloseObject(ShowerCurtain_42)
draw the ShowerCurtain_50 closed, CloseObject(ShowerCurtain_50)
snap the ShowerCurtain_68 shut, CloseObject(ShowerCurtain_68)
fasten the ShowerCurtain_31, CloseObject(ShowerCurtain_31)
close the ShowerDoor_77, CloseObject(ShowerDoor_77)
shut the ShowerDoor_88, CloseObject(ShowerDoor_88)
secure the ShowerDoor_97, CloseObject(ShowerDoor_97)
latch the ShowerDoor_8, CloseObject(ShowerDoor_8)
lock the ShowerDoor_17, CloseObject(ShowerDoor_17)
snap the ShowerDoor_26 shut, CloseObject(ShowerDoor_26)
seal the ShowerDoor_35, CloseObject(ShowerDoor_35)
slam the ShowerDoor_25 shut, CloseObject(ShowerDoor_25)
Activate object Candle_0,ToggleObjectOn(Candle_0)
Activate object Candle_1,ToggleObjectOn(Candle_1)
Activate object Candle_2,ToggleObjectOn(Candle_2)
Activate object CellPhone_0,ToggleObjectOn(CellPhone_0)
Activate object CellPhone_1,ToggleObjectOn(CellPhone_1)
Activate object CellPhone_2,ToggleObjectOn(CellPhone_2)
Activate object CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Activate object CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Activate object CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Activate object DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Activate object DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Activate object DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Activate object Faucet_0,ToggleObjectOn(Faucet_0)
Activate object Faucet_1,ToggleObjectOn(Faucet_1)
Activate object Faucet_2,ToggleObjectOn(Faucet_2)
Activate object FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Activate object FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Activate object FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Activate object Laptop_0,ToggleObjectOn(Laptop_0)
Activate object Laptop_1,ToggleObjectOn(Laptop_1)
Activate object Laptop_2,ToggleObjectOn(Laptop_2)
Activate object LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Activate object LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Activate object LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Activate object Microwave_0,ToggleObjectOn(Microwave_0)
Activate object Microwave_1,ToggleObjectOn(Microwave_1)
Activate object Microwave_2,ToggleObjectOn(Microwave_2)
Activate object ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Activate object ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Activate object ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Activate object StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Activate object StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Activate object StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Activate object StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Activate object StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Activate object StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Activate object Television_0,ToggleObjectOn(Television_0)
Activate object Television_1,ToggleObjectOn(Television_1)
Activate object Television_2,ToggleObjectOn(Television_2)
Activate object Toaster_0,ToggleObjectOn(Toaster_0)
Activate object Toaster_1,ToggleObjectOn(Toaster_1)
Activate object Toaster_2,ToggleObjectOn(Toaster_2)
Turn on Candle_0,ToggleObjectOn(Candle_0)
Turn on Candle_1,ToggleObjectOn(Candle_1)
Turn on Candle_2,ToggleObjectOn(Candle_2)
Turn on CellPhone_0,ToggleObjectOn(CellPhone_0)
Turn on CellPhone_1,ToggleObjectOn(CellPhone_1)
Turn on CellPhone_2,ToggleObjectOn(CellPhone_2)
Turn on CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Turn on CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Turn on CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Turn on DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Turn on DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Turn on DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Turn on Faucet_0,ToggleObjectOn(Faucet_0)
Turn on Faucet_1,ToggleObjectOn(Faucet_1)
Turn on Faucet_2,ToggleObjectOn(Faucet_2)
Turn on FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Turn on FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Turn on FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Turn on Laptop_0,ToggleObjectOn(Laptop_0)
Turn on Laptop_1,ToggleObjectOn(Laptop_1)
Turn on Laptop_2,ToggleObjectOn(Laptop_2)
Turn on LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Turn on LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Turn on LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Turn on Microwave_0,ToggleObjectOn(Microwave_0)
Turn on Microwave_1,ToggleObjectOn(Microwave_1)
Turn on Microwave_2,ToggleObjectOn(Microwave_2)
Turn on ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Turn on ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Turn on ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Turn on StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Turn on StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Turn on StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Turn on StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Turn on StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Turn on StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Turn on Television_0,ToggleObjectOn(Television_0)
Turn on Television_1,ToggleObjectOn(Television_1)
Turn on Television_2,ToggleObjectOn(Television_2)
Turn on Toaster_0,ToggleObjectOn(Toaster_0)
Turn on Toaster_1,ToggleObjectOn(Toaster_1)
Turn on Toaster_2,ToggleObjectOn(Toaster_2)
Switch on Candle_0,ToggleObjectOn(Candle_0)
Switch on Candle_1,ToggleObjectOn(Candle_1)
Switch on Candle_2,ToggleObjectOn(Candle_2)
Switch on CellPhone_0,ToggleObjectOn(CellPhone_0)
Switch on CellPhone_1,ToggleObjectOn(CellPhone_1)
Switch on CellPhone_2,ToggleObjectOn(CellPhone_2)
Switch on CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Switch on CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Switch on CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Switch on DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Switch on DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Switch on DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Switch on Faucet_0,ToggleObjectOn(Faucet_0)
Switch on Faucet_1,ToggleObjectOn(Faucet_1)
Switch on Faucet_2,ToggleObjectOn(Faucet_2)
Switch on FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Switch on FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Switch on FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Switch on Laptop_0,ToggleObjectOn(Laptop_0)
Switch on Laptop_1,ToggleObjectOn(Laptop_1)
Switch on Laptop_2,ToggleObjectOn(Laptop_2)
Switch on LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Switch on LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Switch on LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Switch on Microwave_0,ToggleObjectOn(Microwave_0)
Switch on Microwave_1,ToggleObjectOn(Microwave_1)
Switch on Microwave_2,ToggleObjectOn(Microwave_2)
Switch on ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Switch on ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Switch on ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Switch on StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Switch on StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Switch on StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Switch on StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Switch on StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Switch on StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Switch on Television_0,ToggleObjectOn(Television_0)
Switch on Television_1,ToggleObjectOn(Television_1)
Switch on Television_2,ToggleObjectOn(Television_2)
Switch on Toaster_0,ToggleObjectOn(Toaster_0)
Switch on Toaster_1,ToggleObjectOn(Toaster_1)
Switch on Toaster_2,ToggleObjectOn(Toaster_2)
Engage object Candle_0,ToggleObjectOn(Candle_0)
Engage object Candle_1,ToggleObjectOn(Candle_1)
Engage object Candle_2,ToggleObjectOn(Candle_2)
Engage object CellPhone_0,ToggleObjectOn(CellPhone_0)
Engage object CellPhone_1,ToggleObjectOn(CellPhone_1)
Engage object CellPhone_2,ToggleObjectOn(CellPhone_2)
Engage object CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Engage object CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Engage object CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Engage object DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Engage object DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Engage object DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Engage object Faucet_0,ToggleObjectOn(Faucet_0)
Engage object Faucet_1,ToggleObjectOn(Faucet_1)
Engage object Faucet_2,ToggleObjectOn(Faucet_2)
Engage object FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Engage object FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Engage object FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Engage object Laptop_0,ToggleObjectOn(Laptop_0)
Engage object Laptop_1,ToggleObjectOn(Laptop_1)
Engage object Laptop_2,ToggleObjectOn(Laptop_2)
Engage object LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Engage object LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Engage object LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Engage object Microwave_0,ToggleObjectOn(Microwave_0)
Engage object Microwave_1,ToggleObjectOn(Microwave_1)
Engage object Microwave_2,ToggleObjectOn(Microwave_2)
Engage object ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Engage object ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Engage object ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Engage object StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Engage object StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Engage object StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Engage object StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Engage object StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Engage object StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Engage object Television_0,ToggleObjectOn(Television_0)
Engage object Television_1,ToggleObjectOn(Television_1)
Engage object Television_2,ToggleObjectOn(Television_2)
Engage object Toaster_0,ToggleObjectOn(Toaster_0)
Engage object Toaster_1,ToggleObjectOn(Toaster_1)
Engage object Toaster_2,ToggleObjectOn(Toaster_2)
Initiate object Candle_0,ToggleObjectOn(Candle_0)
Initiate object Candle_1,ToggleObjectOn(Candle_1)
Initiate object Candle_2,ToggleObjectOn(Candle_2)
Initiate object CellPhone_0,ToggleObjectOn(CellPhone_0)
Initiate object CellPhone_1,ToggleObjectOn(CellPhone_1)
Initiate object CellPhone_2,ToggleObjectOn(CellPhone_2)
Initiate object CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Initiate object CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Initiate object CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Initiate object DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Initiate object DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Initiate object DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Initiate object Faucet_0,ToggleObjectOn(Faucet_0)
Initiate object Faucet_1,ToggleObjectOn(Faucet_1)
Initiate object Faucet_2,ToggleObjectOn(Faucet_2)
Initiate object FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Initiate object FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Initiate object FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Initiate object Laptop_0,ToggleObjectOn(Laptop_0)
Initiate object Laptop_1,ToggleObjectOn(Laptop_1)
Initiate object Laptop_2,ToggleObjectOn(Laptop_2)
Initiate object LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Initiate object LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Initiate object LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Initiate object Microwave_0,ToggleObjectOn(Microwave_0)
Initiate object Microwave_1,ToggleObjectOn(Microwave_1)
Initiate object Microwave_2,ToggleObjectOn(Microwave_2)
Initiate object ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Initiate object ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Initiate object ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Initiate object StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Initiate object StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Initiate object StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Initiate object StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Initiate object StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Initiate object StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Initiate object Television_0,ToggleObjectOn(Television_0)
Initiate object Television_1,ToggleObjectOn(Television_1)
Initiate object Television_2,ToggleObjectOn(Television_2)
Initiate object Toaster_0,ToggleObjectOn(Toaster_0)
Initiate object Toaster_1,ToggleObjectOn(Toaster_1)
Initiate object Toaster_2,ToggleObjectOn(Toaster_2)
Toggle on Candle_0,ToggleObjectOn(Candle_0)
Toggle on Candle_1,ToggleObjectOn(Candle_1)
Toggle on Candle_2,ToggleObjectOn(Candle_2)
Toggle on CellPhone_0,ToggleObjectOn(CellPhone_0)
Toggle on CellPhone_1,ToggleObjectOn(CellPhone_1)
Toggle on CellPhone_2,ToggleObjectOn(CellPhone_2)
Toggle on CoffeeMachine_0,ToggleObjectOn(CoffeeMachine_0)
Toggle on CoffeeMachine_1,ToggleObjectOn(CoffeeMachine_1)
Toggle on CoffeeMachine_2,ToggleObjectOn(CoffeeMachine_2)
Toggle on DeskLamp_0,ToggleObjectOn(DeskLamp_0)
Toggle on DeskLamp_1,ToggleObjectOn(DeskLamp_1)
Toggle on DeskLamp_2,ToggleObjectOn(DeskLamp_2)
Toggle on Faucet_0,ToggleObjectOn(Faucet_0)
Toggle on Faucet_1,ToggleObjectOn(Faucet_1)
Toggle on Faucet_2,ToggleObjectOn(Faucet_2)
Toggle on FloorLamp_0,ToggleObjectOn(FloorLamp_0)
Toggle on FloorLamp_1,ToggleObjectOn(FloorLamp_1)
Toggle on FloorLamp_2,ToggleObjectOn(FloorLamp_2)
Toggle on Laptop_0,ToggleObjectOn(Laptop_0)
Toggle on Laptop_1,ToggleObjectOn(Laptop_1)
Toggle on Laptop_2,ToggleObjectOn(Laptop_2)
Toggle on LightSwitch_0,ToggleObjectOn(LightSwitch_0)
Toggle on LightSwitch_1,ToggleObjectOn(LightSwitch_1)
Toggle on LightSwitch_2,ToggleObjectOn(LightSwitch_2)
Toggle on Microwave_0,ToggleObjectOn(Microwave_0)
Toggle on Microwave_1,ToggleObjectOn(Microwave_1)
Toggle on Microwave_2,ToggleObjectOn(Microwave_2)
Toggle on ShowerHead_0,ToggleObjectOn(ShowerHead_0)
Toggle on ShowerHead_1,ToggleObjectOn(ShowerHead_1)
Toggle on ShowerHead_2,ToggleObjectOn(ShowerHead_2)
Toggle on StoveBurner_0,ToggleObjectOn(StoveBurner_0)
Toggle on StoveBurner_1,ToggleObjectOn(StoveBurner_1)
Toggle on StoveBurner_2,ToggleObjectOn(StoveBurner_2)
Toggle on StoveKnob_0,ToggleObjectOn(StoveKnob_0)
Toggle on StoveKnob_1,ToggleObjectOn(StoveKnob_1)
Toggle on StoveKnob_2,ToggleObjectOn(StoveKnob_2)
Toggle on Television_0,ToggleObjectOn(Television_0)
Toggle on Television_1,ToggleObjectOn(Television_1)
Toggle on Television_2,ToggleObjectOn(Television_2)
Toggle on Toaster_0,ToggleObjectOn(Toaster_0)
Toggle on Toaster_1,ToggleObjectOn(Toaster_1)
Toggle on Toaster_2,ToggleObjectOn(Toaster_2)
Rotate Right,Rotate(Right)
Rotate Left,Rotate(Left)
Rotate Right,Rotate(Right)
Rotate Right,Rotate(Right)
Rotate Left,Rotate(Left)
Rotate Left,Rotate(Left)
Rotate Right,Rotate(Right)
Rotate Left,Rotate(Left)
Rotate Right,Rotate(Right)
Rotate Right,Rotate(Right)
Rotate Right,Rotate(Right)
Rotate Right,Rotate(Right)
Turn Right,Rotate(Right)
Turn Left,Rotate(Left)
Turn Right,Rotate(Right)
Turn Right,Rotate(Right)
Turn Left,Rotate(Left)
Turn Left,Rotate(Left)
Turn Right,Rotate(Right)
Turn Left,Rotate(Left)
Turn Right,Rotate(Right)
Turn Right,Rotate(Right)
Turn Right,Rotate(Right)
Turn Right,Rotate(Right)
pause activity, Idle
lay idle, Idle
stay idle, Idle
keep idle, Idle
idle in place, Idle
be idle momentarily, Idle
be idle for a moment, Idle
be idle, Idle
not take action, Idle
not move, Idle
rest, Idle
rest idle, Idle
hold their position, Idle
hold an idle position, Idle
pause, Idle
pause and remain idle, Idle
maintain state, Idle
maintain position, Idle
suspend activity, Idle
stop activity, Idle
hold position, Idle
hold off, Idle
pause brielfy, Idle
do nothing, Idle
stay still, Idle
remain inactive, Idle
inactive, Idle
no action required, Idle
remain stationary, Idle
no need to act, Idle
remain motionless, Idle
hold off, Idle
proceed forward, Move(Ahead)
advance, Move(Ahead)
move onward, Move(Ahead)
go forward, Move(Ahead)
continue ahead, Move(Ahead)
progress forward, Move(Ahead)
move along, Move(Ahead)
press forward, Move(Ahead)
march forward, Move(Ahead)
push forward, Move(Ahead)
head forward, Move(Ahead)
keep moving forward, Move(Ahead)
travel ahead, Move(Ahead)
navigate forward, Move(Ahead)
forge ahead, Move(Ahead)
stride forward, Move(Ahead)
go ahead, Move(Ahead)
keep going forward, Move(Ahead)
head onwards, Move(Ahead)
push ahead, Move(Ahead)
move forward, Move(Ahead)
proceed onwards, Move(Ahead)
advance forward, Move(Ahead)
head straight, Move(Ahead)
move straight ahead, Move(Ahead)
continue moving forward, Move(Ahead)
press onwards, Move(Ahead)
go straight ahead, Move(Ahead)
march onwards, Move(Ahead)
keep pressing forward, Move(Ahead)
keep advancing, Move(Ahead)
continue pressing forward, Move(Ahead)
continue advancing, Move(Ahead)
keep forging ahead, Move(Ahead)
continue onwards, Move(Ahead)
keep progressing forward, Move(Ahead)
keep heading forward, Move(Ahead)
keep marching forward, Move(Ahead)
continue traveling forward, Move(Ahead)
move straight, Move(Ahead)
move back, Move(Back)
go backward, Move(Back)
retreat, Move(Back)
backpedal, Move(Back)
reverse, Move(Back)
backtrack, Move(Back)
recede, Move(Back)
withdraw, Move(Back)
regress, Move(Back)
move in reverse, Move(Back)
go back, Move(Back)
retreat backwards, Move(Back)
back away, Move(Back)
move rearward, Move(Back)
reverse course, Move(Back)
move in the opposite direction, Move(Back)
back up, Move(Back)
move to the rear, Move(Back)
fall back, Move(Back)
step backward, Move(Back)
move behind, Move(Back)
go in reverse, Move(Back)
pull back, Move(Back)
shift backward, Move(Back)
go rearward, Move(Back)
turn back, Move(Back)
retreat rearward, Move(Back)
move backward, Move(Back)
backtrack, Move(Back)
move away, Move(Back)
move towards the back, Move(Back)
reverse direction, Move(Back)
move towards the rear, Move(Back)
step back, Move(Back)
draw back, Move(Back)
move towards the opposite direction, Move(Back)
back off, Move(Back)
shift to the back, Move(Back)
go towards the rear, Move(Back)
retreat back, Move(Back)
move right, Move(Right)
move to the right, Move(Right)
move in the right direction, Move(Right)
go right, Move(Right)
go to the right, Move(Right)
go in the right direction, Move(Right)
head right, Move(Right)
head to the right, Move(Right)
head in the right direction, Move(Right)
proceed right, Move(Right)
proceed to the right, Move(Right)
proceed in the right direction, Move(Right)
slide right, Move(Right)
slide to the right, Move(Right)
slide in the right direction, Move(Right)
shift right, Move(Right)
shift to the right, Move(Right)
shift in the right direction, Move(Right)
move left, Move(Left)
move to the left, Move(Left)
move in the left direction, Move(Left)
go left, Move(Left)
go to the left, Move(Left)
go in the left direction, Move(Left)
head left, Move(Left)
head to the left, Move(Left)
head in the left direction, Move(Left)
proceed left, Move(Left)
proceed to the left, Move(Left)
proceed in the left direction, Move(Left)
slide left, Move(Left)
slide to the left, Move(Left)
slide in the left direction, Move(Left)
shift left, Move(Left)
shift to the left, Move(Left)
shift in the left direction, Move(Left)
Sanitize Bed_0,CleanObject(Bed_0)
Sanitize Bed_1,CleanObject(Bed_1)
Sanitize Cup_0,CleanObject(Cup_0)
Sanitize Cup_1,CleanObject(Cup_1)
Sanitize Mirror_0,CleanObject(Mirror_0)
Sanitize Mirror_1,CleanObject(Mirror_1)
Sanitize Mirror_0,CleanObject(Mirror_0)
Sanitize Mirror_1,CleanObject(Mirror_1)
Sanitize Plate_0,CleanObject(Plate_0)
Sanitize Plate_1,CleanObject(Plate_1)
Sanitize Bowl_0,CleanObject(Bowl_0)
Sanitize Bowl_1,CleanObject(Bowl_1)
Sanitize Cloth_0,CleanObject(Cloth_0)
Sanitize Cloth_1,CleanObject(Cloth_1)
Sanitize Plate_0,CleanObject(Plate_0)
